,STORE_TYPE,STORE_NAME,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,POINT_X,POINT_Y,HCSI,NBHD_NAME,COUNCIL_DISTRICT,GLOBALID
452,Convenience Store With Gas,All American Gas,,1510 S HOLLY ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.92192299999999,39.689071999999996,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
453,Convenience Store With Gas,Circle K,,1600 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.940238,39.687151,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
454,Convenience Store With Gas,Conoco/Circle K,,1696 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.94023700000001,39.685987,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
455,Convenience Store With Gas,Fast & Friendly Food Mart,,5595 E FLORIDA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.922743,39.689587,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
456,Dollar Store,Family Dollar,,1467 S Holly St,,Denver,CO,80222.0,(303) 691-5660,,,533101.0,452990.0,1016000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.923461,39.68998,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
457,Small Grocery Store,East Europe Market,,4015 E ARKANSAS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.939846,39.691303000000005,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
458,Specialty Food Store,Atlanta Bread Company,,950 S CHERRY ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.93348799999998,39.698921,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
459,Specialty Food Store,Detour Bakery,,1479 S HOLLY ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.923576,39.689797,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
460,Convenience Store With Gas,Holiday Auto Care - Shamrock,,1465 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.94100800000001,39.690902,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
461,Convenience Store With Gas,Loaf N Jug,,1499 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.94089199999999,39.689577,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
462,Pharmacy,Bonnie Brae Drug Store,,2700 E LOUISIANA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.954379,39.692799,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
463,Supermarket,Safeway,,1653 S Colorado Blvd,,Denver,CO,80222.0,(303) 691-2962,,,541105.0,445110.0,25286000.0,,98.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.94086100000001,39.6866,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
464,Convenience Store With Gas,7-Eleven,,4085 E MISSISSIPPI AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.939994,39.696827,,Belcaro,Council District 6,{00000000-0000-0000-0000-000000000000}
465,Supermarket,King Soopers,,825 S Colorado Blvd,,Denver,CO,80246.0,(303) 722-1096,,,541105.0,445110.0,51604000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-104.94084299999999,39.701504,,Belcaro,Council District 6,{00000000-0000-0000-0000-000000000000}
466,Convenience Store With Gas,Diamond Shamrock,,300 S DOWNING ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.973077,39.710888,,Washington Park,Council District 6,{00000000-0000-0000-0000-000000000000}
467,Small Grocery Store,Fooducopia,,1939 E Kentucky Ave,,Denver,CO,80209.0,(303) 722-7838,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.96421699999999,39.700323,,Washington Park,Council District 6,{00000000-0000-0000-0000-000000000000}
468,Small Grocery Store,Joe's Meat & Produce,,970 S Oneida St # 10-A,,Denver,CO,80224.0,,,,,,,,,,,,,-104.907522,39.698879999999996,,Washington Virginia Vale,Council District 6,{00000000-0000-0000-0000-000000000000}
469,Convenience Store With Gas,Diamond Shamrock,,10098 E ALAMEDA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.871086,39.709559999999996,,Windsor,Council District 5,{00000000-0000-0000-0000-000000000000}
470,Pharmacy,Walgreen,,950 S QUEBEC ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.90281200000001,39.699214000000005,,Windsor,Council District 5,{00000000-0000-0000-0000-000000000000}
471,Small Grocery Store,Pete's Fruits & Vegetables,,5606 E Cedar Ave,,Denver,CO,80224.0,(303) 393-6247,,,543101.0,445230.0,606000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.92202900000001,39.712883000000005,,Hilltop,Council District 5,{00000000-0000-0000-0000-000000000000}
472,Convenience Store,7-10 Market,,7200 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.90425800000001,39.739871,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
473,Convenience Store,7-Eleven,,7295 E 7TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.903897,39.727094,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
474,Convenience Store,Monaco Grocery,,6622 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.91082,39.739734000000006,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
475,Convenience Store With Gas,Beth Shell,,6390 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.91427900000001,39.739872,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
476,Convenience Store With Gas,Safeway Fuel,,6130 E 14TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.91648400000001,39.738079,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
477,Supermarket,Safeway,,201 E Jefferson Ave,,Englewood,CO,80113.0,(303) 781-0463,,,541105.0,445110.0,24512000.0,,95.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.984422,39.6518,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
478,Supermarket,Safeway,,12200 E Mississippi Ave,,Aurora,CO,80012.0,(303) 751-6603,,,541105.0,445110.0,22964000.0,,89.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.84594,39.696025,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
479,Supermarket,Safeway,,3900 Wadsworth Blvd,,Wheat Ridge,CO,80033.0,(303) 456-2670,,,541105.0,445110.0,33543000.0,,130.0,100 to 249,,"40,000+",InfoGroup2014,-105.08013700000001,39.771096,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
480,Supermarket,Viet Hoa Supermarket,,225 S Sheridan Blvd # B,,Lakewood,CO,80226.0,(303) 975-9900,,,541105.0,445110.0,4386000.0,,17.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-105.05483899999999,39.712604999999996,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
481,Supermarket,Walmart,,3615 W Bowles Ave,,Littleton,CO,80123.0,(303) 218-4873,,,541105.0,445110.0,18061000.0,,70.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.034773,39.610526,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
482,Closed Supermarket,Walmart,,8196 W Bowles Ave,,Littleton,CO,80123.0,(303) 973-0612,,,541105.0,445110.0,18061000.0,,70.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.09021499999999,39.608072,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
483,Supermarket,Whole Foods,,870 S Colorado Blvd # A,,Denver,CO,80246.0,(303) 691-0101,,,541105.0,445110.0,23222000.0,,90.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.939495,39.700905999999996,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
484,Supermarket,Whole Foods,,444 S Wadsworth Blvd,,Lakewood,CO,80226.0,(303) 935-5000,,,541105.0,445110.0,51604000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-105.081349,39.708021,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
485,Supermarket,Whole Foods,,5155 S Wadsworth Blvd,,Littleton,CO,80123.0,(303) 586-5220,,,541105.0,445110.0,38187000.0,,148.0,100 to 249,,"40,000+",InfoGroup2014,-105.0915,39.622935,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
486,Supermarket,Won's Market,,105 Sheridan Blvd,,Lakewood,CO,80226.0,(303) 238-6764,,,541105.0,445110.0,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.053321,39.719193,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
487,Closed Supermarket,Leever's / Save A Lot,,6601 W. COLFAX AVE,,Lakewood,CO,80214.0,,,,,,,,,,,,DEH2015,-105.069723,39.740386,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
488,Specialty Food Store,Denver Halal Market,,10200 E Mississippi Ave # C,,Denver,CO,80247.0,(303) 751-6661,,,541105.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.869098,39.696473,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
489,Superette,Carniceria la Jerezana,,1148 Yosemite St,,Denver,CO,80220.0,,,,,,,,,,,,,-104.88469199999999,39.733515999999995,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
490,Superette,Village East Grocery Store,,1161 S Peoria St,,Aurora,CO,80012.0,(303) 337-2075,,,541105.0,445110.0,1290000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.847535,39.695645,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
491,Warehouse Club Store,Costco,,1471 S Havana St,,Aurora,CO,80012.0,(303) 750-0384,,,531110.0,452910.0,48436000.0,,220.0,100 to 249,,"40,000+",InfoGroup2014,-104.86778500000001,39.690558,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
492,Warehouse Club Store,Costco,,5195 Wadsworth Blvd,,Arvada,CO,80002.0,(303) 463-3603,,,531110.0,452910.0,42932000.0,,195.0,100 to 249,,"40,000+",InfoGroup2014,-105.082218,39.789881,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
493,Warehouse Club Store,Costco,,4000 River Point Pkwy,,Sheridan,CO,80110.0,(303) 200-1830,,,531110.0,452910.0,37428000.0,,170.0,100 to 249,,"40,000+",InfoGroup2014,-105.006451,39.644445000000005,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
494,Warehouse Club Store,Sams Club,,7370 W 52nd Ave,,Arvada,CO,80002.0,(303) 420-8401,,,531110.0,452910.0,39630000.0,,180.0,100 to 249,,"40,000+",InfoGroup2014,-105.077661,39.788469,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
495,Dollar Store,Dollars & Sense,,403 16th St,,Denver,CO,80202.0,(303) 534-1599,,,531104.0,452112.0,660000.0,,3.0,1 to 4,,"40,000+",InfoGroup2014,-104.98964699999999,39.743513,,CBD,Council District 9,{00000000-0000-0000-0000-000000000000}
496,Specialty Food Store,The Market @ Larimer,,1445 Larimer St.,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99908700000002,39.748090000000005,,Union Station,Council District 9,{00000000-0000-0000-0000-000000000000}
497,Specialty Food Store,Americanum Provisions,,3350 N BRIGHTON BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.979796,39.76874,,Five Points,Council District 9,{00000000-0000-0000-0000-000000000000}
498,Specialty Food Store,Sawa Meat & Sausage,,3960 Niagara St # A,,Denver,CO,80207.0,(720) 941-6201,,,542107.0,445210.0,420000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.910821,39.772156,,Northeast Park Hill,Council District 8,{00000000-0000-0000-0000-000000000000}
499,Specialty Food Store,Merkato Market,,7227 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.904326,39.740412,,South Park Hill,Council District 8,{00000000-0000-0000-0000-000000000000}
500,Supercenter,Walmart,,7800 Smith Rd,,Denver,CO,80207.0,(720) 941-7593,,,531102.0,452111.0,14310000.0,,65.0,50 to 99,,"40,000+",InfoGroup2014,-104.901246,39.770641999999995,,Stapleton,Council District 8,{00000000-0000-0000-0000-000000000000}
501,Dollar Store,Family Dollar,,1515 W 48th Ave,,Denver,CO,80221.0,(303) 433-5929,,,533101.0,452990.0,1016000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-105.00572700000001,39.784287,,Chaffee Park,Council District 1,{00000000-0000-0000-0000-000000000000}
502,Small Grocery Store,Walgreen,,1111 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.941041,39.696077,,Cory - Merrill,Council District 6,{00000000-0000-0000-0000-000000000000}
503,Specialty Food Store,Cheese Co,,5575 E 3rd Ave # C,,Denver,CO,80220.0,(303) 394-9911,,,545103.0,445299.0,557000.0,,7.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.922706,39.721346999999994,,Hilltop,Council District 5,{00000000-0000-0000-0000-000000000000}
504,Convenience Store,7-Eleven,,6201 E 14TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.91598400000001,39.738779,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
505,Convenience Store,7-Eleven,,4040 E 8TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.93968500000001,39.728958,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
506,Dollar Store,Family Dollar,,7740 E Colfax Ave # 1,,Denver,CO,80220.0,(303) 321-4599,,,533101.0,452990.0,846000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.89786299999999,39.740094,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
507,Specialty Food Store,California Bakery,,909 S ONEIDA ST,,Denver,CO,80224.0,,,,,,,,,,,,DEH2014,-104.90900900000001,39.699734,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
508,Supercenter,Walmart,,7455 W Colfax Ave,,Lakewood,CO,80214.0,(303) 274-5211,,,531102.0,452111.0,77058000.0,,350.0,250 to 499,,"40,000+",InfoGroup2014,-105.07932,39.742976,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
509,Small Grocery Store,Natural Grocer - Vitamin Cottage,,3333 South Wadsworth Blvd,,Lakewood,CO,80227.0,,,,,,,,,,,,OED,-105.08186200000002,39.655390000000004,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
510,Supermarket,King Soopers,,101 Englewood Pkwy # A,,Englewood,CO,80110.0,(303) 761-0013,,,541105.0,445110.0,34833000.0,,135.0,100 to 249,,"40,000+",InfoGroup2014,-104.98886200000001,39.655678,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
511,Small Grocery Store,Natural Grocer - Vitamin Cottage,,2375 15TH ST,,,,,,,,,,,,,,,,DEH2014,-105.0489585,39.771815000000004,,Berkeley,Council District 1,{00000000-0000-0000-0000-000000000000}
512,Specialty Food Store,Westernkamp's Mercado Rizo,,5106 N WASHINGTON ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.977957,39.789259,,Globeville,Council District 9,{00000000-0000-0000-0000-000000000000}
513,Specialty Food Store,Silver State Meats,,5140 Race Ct # 1,,Denver,CO,80216.0,(303) 291-5555,,,542107.0,445210.0,3993000.0,,19.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.96755800000001,39.789739000000004,,Elyria Swansea,Council District 9,{00000000-0000-0000-0000-000000000000}
514,Convenience Store With Gas,Sun Mart,,2405 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.958475,39.740457,,City Park,Council District 9,{00000000-0000-0000-0000-000000000000}
515,Convenience Store,Golden Gate Market,,3701 Williams St,,Denver,CO,80205.0,(303) 295-2197,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.96609699999999,39.768252000000004,,Cole,Council District 9,{00000000-0000-0000-0000-000000000000}
516,Convenience Store,7-Eleven,,1645 E 17TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.96756200000002,39.743477,,City Park West,Council District 9,{00000000-0000-0000-0000-000000000000}
517,Convenience Store,7-Eleven,,1438 ARAPAHOE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99707,39.746428,,CBD,Council District 9,{00000000-0000-0000-0000-000000000000}
518,Convenience Store,Russell's,,303 16TH ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.988776,39.742805,,CBD,Council District 9,{00000000-0000-0000-0000-000000000000}
519,Convenience Store,Heng's and Ing's,,3060 W MISSISSIPPI AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.02613500000001,39.69661,,Mar Lee,Council District 3,{00000000-0000-0000-0000-000000000000}
520,Specialty Food Store,Tri Ocean Seafood,,1175 S Federal Blvd,,Denver,CO,80219.0,(303) 922-0715,,,542101.0,445220.0,630000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.025742,39.695485999999995,,Mar Lee,Council District 3,{00000000-0000-0000-0000-000000000000}
521,Small Grocery Store,Little Saigon Market,,375 S Federal Blvd # 104,,Denver,CO,80219.0,(303) 937-8860,,,541105.0,445110.0,2838000.0,,11.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-105.025107,39.709554,,Westwood,Council District 3,{00000000-0000-0000-0000-000000000000}
522,Supermarket,King Soopers,,2727 W Evans Ave,,Denver,CO,80219.0,(303) 936-2375,,,541105.0,445110.0,34833000.0,,135.0,100 to 249,,"40,000+",InfoGroup2014,-105.02153700000001,39.679615999999996,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
523,Convenience Store,1st Avenue Market,,305 W 1ST AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99238000000001,39.718495000000004,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
524,Supercenter,Kmart,,363 S Broadway,,Denver,CO,80209.0,(303) 733-7757,,,531102.0,452111.0,17613000.0,,80.0,50 to 99,,"40,000+",InfoGroup2014,-104.98765900000001,39.70987,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
525,Convenience Store,Jerry's Market,,601 Knox Ct,,Denver,CO,80204.0,(303) 615-5327,,,541105.0,445110.0,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.03286399999999,39.726296999999995,,Villa Park,Council District 3,{00000000-0000-0000-0000-000000000000}
526,Convenience Store,Mr G's Neighborhood Grocery,,711 W 8th Ave,,Denver,CO,80204.0,(303) 573-0236,,X,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.99678600000001,39.729162,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
527,Pharmacy,Walgreen,,3067 S SHERIDAN BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.054148,39.657676,,Bear Valley,Council District 2,{00000000-0000-0000-0000-000000000000}
528,Dollar Store,Super 99 Cents,,2155 S Sheridan Blvd,,Denver,CO,80227.0,(303) 988-2230,,,531102.0,452111.0,1100000.0,,5.0,5 to 9,,"40,000+",InfoGroup2014,-105.056182,39.677966999999995,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
529,Warehouse Club Store,Costco,,7900 W Quincy Ave,,Littleton,CO,80123.0,(303) 933-4931,,,531110.0,452910.0,44033000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-105.0824,39.638313000000004,,Marston,Council District 2,{00000000-0000-0000-0000-000000000000}
530,Convenience Store With Gas,Conoco ACS,,601 W. Mississippi Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99478899999998,39.696915999999995,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
531,Specialty Food Store,Tortilleria la Pasadita,,932 S. Federal Blvd.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.02475700000001,39.699745,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
532,Convenience Store With Gas,Conoco Capitol Hill,,1770 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.966342,39.739751,,Cheesman Park,Council District 10,{00000000-0000-0000-0000-000000000000}
533,Supermarket,Safeway,,3110 E 1st Ave,,Denver,CO,80206.0,(303) 355-5486,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.95073700000002,39.717034999999996,,Cherry Creek,Council District 10,{00000000-0000-0000-0000-000000000000}
534,Convenience Store,Capitol Convenience,,1300 N PEARL ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.97976100000001,39.737014,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
535,Convenience Store,7-Eleven,,380 E 17TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98251599999999,39.74315,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
536,Convenience Store With Gas,Safeway Fuel,,2797 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912977,39.666990000000006,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
537,Convenience Store With Gas,Conoco,,8900 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.88434,39.652782,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
538,Convenience Store With Gas,Bradley Petroleum,,2107 S Holly St,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.922626,39.67791,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
539,Pharmacy,Rite Aid,,2870 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.940025,39.664426,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
540,Convenience Store With Gas,Diamond Shamrock,,1001 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98785,39.732328,,Civic Center,Council District 10,{00000000-0000-0000-0000-000000000000}
541,Small Grocery Store,Natural Grocer - Vitamin Cottage,,2053 S Colorado Blvd,,Denver,CO,80222.0,(303) 756-8400,,,541105.0,445110.0,2322000.0,,9.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.940927,39.679415000000006,,University Park,Council District 6,{00000000-0000-0000-0000-000000000000}
542,Convenience Store,Mini Market,,1124 Yosemite St,,Denver,CO,,,,,,,,,,,,,DEH2015,-104.88469199999999,39.733515999999995,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
543,Supercenter,Target,,1400 S Havana St,,Aurora,CO,80012.0,(303) 755-8530,,,531102.0,452111.0,29282000.0,,133.0,100 to 249,,"40,000+",InfoGroup2014,-104.86383700000002,39.690713,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
544,Supercenter,Target,,9390 W Cross Dr,,Littleton,CO,80123.0,(720) 922-1475,,,531102.0,452111.0,46235000.0,,210.0,100 to 249,,"40,000+",InfoGroup2014,-105.101398,39.611924,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
545,Supercenter,Target,,460 S Vance St,,Lakewood,CO,80226.0,(303) 209-7749,,,531102.0,452111.0,33025000.0,,150.0,100 to 249,,"40,000+",InfoGroup2014,-105.079724,39.707789,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
546,Supercenter,Target,,3650 River Point Pkwy,,Englewood,CO,80110.0,(303) 974-6661,,,531102.0,452111.0,33025000.0,,150.0,100 to 249,,"40,000+",InfoGroup2014,-105.00543300000001,39.6502,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
547,Supercenter,Target,,4301 E Virginia Ave,,Denver,CO,80246.0,(303) 209-0182,,,531102.0,452111.0,44033000.0,,200.0,100 to 249,,"40,000+",InfoGroup2014,-104.93852,39.708515999999996,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
548,Supercenter,Target,,1985 Sheridan Blvd,,Edgewater,CO,80214.0,(720) 274-3665,,,531102.0,452111.0,33025000.0,,150.0,100 to 249,,"40,000+",InfoGroup2014,-105.053271,39.746918,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
549,Supercenter,Walmart,,3301 Tower Rd,,Aurora,CO,80011.0,(720) 374-0278,,,531102.0,452111.0,88067000.0,,400.0,250 to 499,,"40,000+",InfoGroup2014,-104.773888,39.764078000000005,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
550,Supercenter,Walmart,,5957 W 44th Ave,,Wheat Ridge,CO,80212.0,(303) 477-5740,,,531102.0,452111.0,72655000.0,,330.0,250 to 499,,"40,000+",InfoGroup2014,-105.062386,39.776641,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
551,Supercenter,Walmart,,5990 Dahlia St,,Commerce City,CO,80022.0,(303) 287-2255,,,531102.0,452111.0,125495000.0,,570.0,500 to 999,,"40,000+",InfoGroup2014,-104.929028,39.804603,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
552,Supercenter,Walmart,,440 Wadsworth Blvd,,Lakewood,CO,80226.0,(303) 205-0754,,,531102.0,452111.0,77058000.0,,350.0,250 to 499,,"40,000+",InfoGroup2014,-105.080316,39.721614,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
553,Supercenter,Walmart,,9400 E Hampden Ave,,Denver,CO,80231.0,(720) 748-0154,,,531102.0,452111.0,14310000.0,,65.0,50 to 99,,"40,000+",InfoGroup2014,-104.87848600000001,39.651878,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
554,Supercenter,Walmart,,601 Englewood Pkwy,,Englewood,CO,80110.0,(303) 789-7218,,,531102.0,452111.0,14310000.0,,65.0,50 to 99,,"40,000+",InfoGroup2014,-104.99534399999999,39.656724,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
555,Small Grocery Store,Leever's / Save A Lot,,690 Peoria St,,Aurora,CO,80011.0,(303) 365-0393,,,541105.0,445110.0,4386000.0,,17.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.847093,39.727290999999994,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
556,Small Grocery Store,Mi Pueblo Market,,6040 E 64th Ave,,Commerce City,CO,80022.0,(720) 638-0473,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.91829399999999,39.81222,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
557,Small Grocery Store,Mile High Halal Market,,7950 E Mississippi Ave # C,,Denver,CO,80247.0,(303) 974-2188,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.895859,39.696504,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
558,Small Grocery Store,Natural Grocer - Vitamin Cottage,,6475 South Kipling,,Littleton,CO,80123.0,303-948-9944,,,,,,,,,,,OED,-105.11113600000002,39.599506,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
559,Small Grocery Store,Natural Grocer - Vitamin Cottage,,1433 Washington St,,Denver,CO,,(303) 832-3000,,,,,,,,,,,OED,-104.9823539,39.7934495,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
